"","cp","prov","month","location","unemployement","men_s24","men_b24_44","men_g44","women_s24","women_b24_44","women_g44","agriculture","industry","construction","services","previously_unemployed"
"964",6158,"BADAJOZ","Abril","ZAFRA",1815,81,358,293,72,462,549,63,115,90,1465,82
"965",6159,"BADAJOZ","Abril","ZAHINOS",230,9,36,34,15,76,60,68,18,39,98,7
"966",6160,"BADAJOZ","Abril","ZALAMEA DE LA SERENA",522,24,83,106,31,116,162,50,36,31,373,32
"967",6161,"BADAJOZ","Abril","ZARZA-CAPILLA",16,1,0,8,1,2,4,4,2,1,9,0
"968",6162,"BADAJOZ","Abril","ZARZA, LA",355,13,32,84,22,84,120,36,17,40,258,4
"969",8001,"BARCELONA","Abril","ABRERA",751,36,155,156,27,169,208,4,108,48,570,21
"970",8002,"BARCELONA","Abril","AGUILAR DE SEGARRA",13,NA,3,3,0,3,4,NA,0,1,12,NA
"971",8014,"BARCELONA","Abril","AIGUAFREDA",105,5,19,28,3,14,36,4,17,8,68,8
"972",8003,"BARCELONA","Abril","ALELLA",306,9,54,75,9,65,94,3,28,23,243,9
"973",8004,"BARCELONA","Abril","ALPENS",9,NA,1,4,NA,1,3,NA,4,1,4,NA
"974",8005,"BARCELONA","Abril","AMETLLA DEL VALLES, L'",315,9,50,75,10,61,110,0,52,28,226,9
"975",8006,"BARCELONA","Abril","ARENYS DE MAR",831,27,134,204,19,178,269,10,93,49,647,32
"976",8007,"BARCELONA","Abril","ARENYS DE MUNT",475,19,70,109,7,109,161,4,65,34,361,11
"977",8008,"BARCELONA","Abril","ARGENÇOLA",8,NA,2,2,1,1,2,NA,2,1,5,NA
"978",8009,"BARCELONA","Abril","ARGENTONA",637,33,110,128,25,148,193,5,94,44,458,36
"979",8010,"BARCELONA","Abril","ARTES",305,16,51,57,21,66,94,14,46,17,216,12
"980",8011,"BARCELONA","Abril","AVIA",70,1,11,14,0,14,30,1,10,4,52,3
"981",8012,"BARCELONA","Abril","AVINYO",109,2,9,36,5,22,35,4,26,5,71,3
"982",8013,"BARCELONA","Abril","AVINYONET DEL PENEDES",85,5,16,28,0,9,27,2,15,9,57,2
"983",8015,"BARCELONA","Abril","BADALONA",15852,662,3076,3474,557,3580,4503,48,1586,1610,11325,1283
"984",8904,"BARCELONA","Abril","BADIA DEL VALLES",1333,75,280,283,52,299,344,9,165,124,927,108
"985",8016,"BARCELONA","Abril","BAGA",100,3,21,26,1,14,35,1,8,11,78,2
"986",8017,"BARCELONA","Abril","BALENYA",225,6,36,37,7,54,85,3,39,11,158,14
"987",8018,"BARCELONA","Abril","BALSARENY",161,5,23,35,5,37,56,2,40,13,102,4
"988",8252,"BARCELONA","Abril","BARBERA DEL VALLES",2029,94,368,386,77,491,613,9,301,110,1514,95
"989",8019,"BARCELONA","Abril","BARCELONA",86423,2686,18388,19730,2422,20424,22773,299,5861,5169,71396,3698
"990",8020,"BARCELONA","Abril","BEGUES",279,11,55,60,12,71,70,NA,28,18,227,6
"991",8021,"BARCELONA","Abril","BELLPRAT",2,NA,2,NA,NA,0,NA,NA,NA,NA,2,NA
"992",8022,"BARCELONA","Abril","BERGA",1007,36,170,232,25,217,327,17,139,93,668,90
"993",8023,"BARCELONA","Abril","BIGUES I RIELLS",506,22,69,100,17,107,191,3,83,35,368,17
"994",8024,"BARCELONA","Abril","BORREDA",20,1,2,5,2,3,7,0,3,2,14,1
"995",8025,"BARCELONA","Abril","BRUC, EL",79,4,19,15,3,17,21,NA,13,8,57,1
"996",8026,"BARCELONA","Abril","BRULL, EL",7,0,3,2,0,1,1,NA,1,1,4,1
"997",8027,"BARCELONA","Abril","CABANYES, LES",26,1,5,1,1,5,13,0,7,NA,18,1
"998",8028,"BARCELONA","Abril","CABRERA D'ANOIA",114,6,19,22,2,27,38,1,7,15,85,6
"999",8029,"BARCELONA","Abril","CABRERA DE MAR",168,6,29,48,4,28,53,3,17,9,137,2
"1000",8030,"BARCELONA","Abril","CABRILS",282,10,29,87,6,53,97,3,38,22,206,13
"1001",8031,"BARCELONA","Abril","CALAF",227,12,45,51,4,47,68,10,33,36,116,32
"1002",8034,"BARCELONA","Abril","CALDERS",43,NA,10,11,1,11,10,1,5,2,35,NA
"1003",8033,"BARCELONA","Abril","CALDES DE MONTBUI",938,29,147,221,26,185,330,9,182,73,652,22
"1004",8032,"BARCELONA","Abril","CALDES D'ESTRAC",168,4,37,40,2,32,53,0,5,9,142,12
"1005",8035,"BARCELONA","Abril","CALELLA",1470,72,233,360,64,313,428,35,107,111,1144,73
"1006",8037,"BARCELONA","Abril","CALLDETENES",91,6,21,21,2,24,17,1,20,8,57,5
"1007",8038,"BARCELONA","Abril","CALLUS",124,6,22,32,4,24,36,2,18,4,94,6
"1008",8036,"BARCELONA","Abril","CALONGE DE SEGARRA",5,NA,NA,1,NA,3,1,NA,3,1,1,NA
"1009",8039,"BARCELONA","Abril","CAMPINS",28,0,5,5,NA,9,9,NA,6,2,18,2
"1010",8040,"BARCELONA","Abril","CANET DE MAR",870,38,136,214,23,182,277,8,117,70,638,37
"1011",8041,"BARCELONA","Abril","CANOVELLES",1411,53,286,308,42,368,354,24,196,138,898,155
"1012",8042,"BARCELONA","Abril","CANOVES I SAMALUS",161,2,37,26,5,35,56,2,27,9,120,3
"1013",8043,"BARCELONA","Abril","CANYELLES",318,12,54,81,12,71,88,3,29,33,246,7
"1014",8044,"BARCELONA","Abril","CAPELLADES",328,12,61,74,12,71,98,3,64,20,225,16
"1015",8045,"BARCELONA","Abril","CAPOLAT",1,NA,0,0,NA,NA,1,NA,NA,NA,1,NA
"1016",8046,"BARCELONA","Abril","CARDEDEU",997,39,174,186,25,247,326,10,153,65,733,36
"1017",8047,"BARCELONA","Abril","CARDONA",215,9,33,43,11,42,77,8,27,16,152,12
"1018",8048,"BARCELONA","Abril","CARME",61,3,12,7,0,21,18,0,12,2,41,6
"1019",8049,"BARCELONA","Abril","CASSERRES",86,3,14,18,2,22,27,4,16,6,58,2
"1020",8050,"BARCELONA","Abril","CASTELLAR DEL RIU",2,NA,1,0,NA,0,1,NA,0,NA,2,NA
"1021",8051,"BARCELONA","Abril","CASTELLAR DEL VALLES",1206,49,190,286,32,233,416,3,219,112,829,43
"1022",8052,"BARCELONA","Abril","CASTELLAR DE N'HUG",11,NA,1,6,NA,2,2,NA,2,0,9,NA
"1023",8053,"BARCELONA","Abril","CASTELLBELL I EL VILAR",248,13,41,63,8,49,74,NA,55,21,161,11
"1024",8054,"BARCELONA","Abril","CASTELLBISBAL",673,34,106,126,23,150,234,5,110,34,495,29
"1025",8055,"BARCELONA","Abril","CASTELLCIR",43,1,6,11,3,11,11,2,9,0,29,3
"1026",8056,"BARCELONA","Abril","CASTELLDEFELS",3314,111,659,761,91,781,911,6,229,259,2686,134
"1027",8057,"BARCELONA","Abril","CASTELL DE L'ARENY",1,NA,0,NA,0,0,1,NA,NA,0,1,NA
"1028",8058,"BARCELONA","Abril","CASTELLET I LA GORNAL",153,10,26,33,9,27,48,3,29,9,109,3
"1029",8059,"BARCELONA","Abril","CASTELLFOLLIT DEL BOIX",20,1,4,5,1,5,4,NA,0,2,18,NA
"1030",8060,"BARCELONA","Abril","CASTELLFOLLIT DE RIUBREGOS",7,NA,0,5,0,1,1,0,2,NA,5,NA
"1031",8061,"BARCELONA","Abril","CASTELLGALI",104,5,21,27,2,25,24,0,11,10,82,1
"1032",8062,"BARCELONA","Abril","CASTELLNOU DE BAGES",64,7,11,12,4,12,18,1,8,3,50,2
"1033",8063,"BARCELONA","Abril","CASTELLOLI",14,0,5,2,NA,4,3,NA,2,0,12,NA
"1034",8064,"BARCELONA","Abril","CASTELLTERÇOL",99,1,19,24,5,22,28,2,27,6,57,7
"1035",8065,"BARCELONA","Abril","CASTELLVI DE LA MARCA",64,3,14,10,3,19,15,4,13,6,40,1
"1036",8066,"BARCELONA","Abril","CASTELLVI DE ROSANES",90,2,21,18,1,21,27,0,11,7,69,3
"1037",8067,"BARCELONA","Abril","CENTELLES",360,13,62,74,12,75,124,0,58,27,264,11
"1038",8268,"BARCELONA","Abril","CERCS",71,2,16,15,1,12,25,NA,12,4,52,3
"1039",8266,"BARCELONA","Abril","CERDANYOLA DEL VALLES",3074,134,639,669,89,641,902,14,385,214,2317,144
"1040",8068,"BARCELONA","Abril","CERVELLO",496,21,86,104,10,108,167,2,61,28,395,10
"1041",8069,"BARCELONA","Abril","COLLBATO",204,7,33,44,5,46,69,0,36,15,147,6
"1042",8070,"BARCELONA","Abril","COLLSUSPINA",11,NA,1,5,NA,2,3,NA,3,1,7,NA
"1043",8071,"BARCELONA","Abril","COPONS",11,NA,5,0,1,2,3,NA,1,1,9,NA
"1044",8072,"BARCELONA","Abril","CORBERA DE LLOBREGAT",664,28,118,163,16,147,192,7,67,61,512,17
"1045",8073,"BARCELONA","Abril","CORNELLA DE LLOBREGAT",5633,261,1098,1390,203,1209,1472,25,494,642,4141,331
"1046",8074,"BARCELONA","Abril","CUBELLES",987,25,141,225,35,233,328,3,80,67,807,30
"1047",8075,"BARCELONA","Abril","DOSRIUS",313,10,44,66,8,72,113,3,48,32,224,6
"1048",8076,"BARCELONA","Abril","ESPARREGUERA",1560,81,270,297,78,368,466,12,208,87,1152,101
"1049",8077,"BARCELONA","Abril","ESPLUGUES DE LLOBREGAT",2441,95,489,538,70,546,703,8,211,181,1956,85
"1050",8078,"BARCELONA","Abril","ESPUNYOLA, L'",7,NA,1,4,0,0,2,1,0,0,6,NA
"1051",8254,"BARCELONA","Abril","ESQUIROL, L'",79,2,5,24,3,15,30,4,16,4,51,4
"1052",8079,"BARCELONA","Abril","ESTANY, L'",18,NA,2,4,0,2,10,0,2,1,15,NA
"1053",8134,"BARCELONA","Abril","FIGARO-MONTMANY",58,1,13,18,1,12,13,1,9,4,41,3
"1054",8080,"BARCELONA","Abril","FIGOLS",1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"1055",8082,"BARCELONA","Abril","FOGARS DE LA SELVA",114,7,14,31,5,13,44,3,23,13,69,6
"1056",8081,"BARCELONA","Abril","FOGARS DE MONTCLUS",19,NA,3,10,0,4,2,1,2,1,15,NA
"1057",8083,"BARCELONA","Abril","FOLGUEROLES",66,6,5,16,1,13,25,2,19,4,40,1
"1058",8084,"BARCELONA","Abril","FONOLLOSA",69,2,11,19,2,11,24,NA,10,9,50,0
"1059",8085,"BARCELONA","Abril","FONT-RUBI",53,1,5,16,4,12,15,8,5,1,37,2
"1060",8086,"BARCELONA","Abril","FRANQUESES DEL VALLES, LES",1237,48,211,258,35,290,395,16,198,83,864,76
"1061",8090,"BARCELONA","Abril","GAIA",10,0,2,3,NA,2,3,NA,3,0,7,NA
"1062",8087,"BARCELONA","Abril","GALLIFA",10,NA,3,2,NA,2,3,1,0,NA,8,1
"1063",8088,"BARCELONA","Abril","GARRIGA, LA",750,29,111,159,18,163,270,4,117,36,559,34
"1064",8089,"BARCELONA","Abril","GAVA",2519,108,460,550,105,564,732,23,208,229,1941,118
"1065",8091,"BARCELONA","Abril","GELIDA",482,21,75,111,19,118,138,10,49,35,361,27
"1066",8092,"BARCELONA","Abril","GIRONELLA",240,7,55,51,10,48,69,7,54,12,148,19
"1067",8093,"BARCELONA","Abril","GISCLARENY",6,NA,1,1,NA,2,2,0,NA,NA,6,NA
"1068",8094,"BARCELONA","Abril","GRANADA, LA",92,2,13,20,2,33,22,4,17,8,58,5
"1069",8095,"BARCELONA","Abril","GRANERA",3,0,1,NA,NA,NA,2,NA,NA,NA,3,NA
"1070",8096,"BARCELONA","Abril","GRANOLLERS",4207,183,756,930,152,960,1226,60,539,302,3032,274
"1071",8097,"BARCELONA","Abril","GUALBA",91,1,13,20,2,21,34,1,6,5,78,1
"1072",8099,"BARCELONA","Abril","GUARDIOLA DE BERGUEDA",51,1,6,10,0,11,23,NA,5,5,40,1
"1073",8100,"BARCELONA","Abril","GURB",61,4,8,10,3,15,21,3,11,1,40,6
"1074",8101,"BARCELONA","Abril","HOSPITALET DE LLOBREGAT, L'",17476,680,3492,4070,652,4103,4479,61,1336,1646,13641,792
"1075",8162,"BARCELONA","Abril","HOSTALETS DE PIEROLA, ELS",196,11,34,45,4,40,62,5,27,8,148,8
"1076",8102,"BARCELONA","Abril","IGUALADA",2723,110,493,538,99,679,804,43,400,151,1874,255
"1077",8103,"BARCELONA","Abril","JORBA",46,6,6,11,3,10,10,1,7,2,31,5
"1078",8104,"BARCELONA","Abril","LLACUNA, LA",47,0,11,13,2,11,10,1,7,4,34,1
"1079",8105,"BARCELONA","Abril","LLAGOSTA, LA",1049,44,192,247,36,217,313,7,170,85,744,43
"1080",8107,"BARCELONA","Abril","LLIÇA D'AMUNT",884,47,138,186,28,176,309,4,161,43,638,38
"1081",8108,"BARCELONA","Abril","LLIÇA DE VALL",343,20,54,73,12,59,125,0,72,18,245,8
"1082",8106,"BARCELONA","Abril","LLINARS DEL VALLES",564,16,102,137,19,106,184,2,102,46,383,31
"1083",8109,"BARCELONA","Abril","LLUÇA",5,NA,2,1,NA,1,1,NA,0,NA,5,NA
"1084",8110,"BARCELONA","Abril","MALGRAT DE MAR",1363,85,237,304,66,277,394,28,110,131,1060,34
"1085",8111,"BARCELONA","Abril","MALLA",8,NA,1,0,3,4,0,NA,NA,NA,7,1
"1086",8112,"BARCELONA","Abril","MANLLEU",1561,69,247,377,68,354,446,29,322,125,833,252
"1087",8113,"BARCELONA","Abril","MANRESA",5771,200,1182,1423,200,1342,1424,66,654,579,3954,518
"1088",8242,"BARCELONA","Abril","MARGANELL",19,NA,3,6,NA,5,5,NA,1,2,16,NA
"1089",8114,"BARCELONA","Abril","MARTORELL",2063,98,403,475,87,478,522,28,221,140,1514,160
"1090",8115,"BARCELONA","Abril","MARTORELLES",319,19,47,65,9,82,97,2,56,11,228,22
"1091",8116,"BARCELONA","Abril","MASIES DE RODA, LES",45,3,11,10,2,10,9,0,15,2,25,3
"1092",8117,"BARCELONA","Abril","MASIES DE VOLTREGA, LES",134,4,23,25,4,26,52,1,30,6,90,7
"1093",8118,"BARCELONA","Abril","MASNOU, EL",1200,29,224,282,17,265,383,9,141,62,948,40
"1094",8119,"BARCELONA","Abril","MASQUEFA",671,39,108,154,31,155,184,6,72,32,527,34
"1095",8120,"BARCELONA","Abril","MATADEPERA",218,10,35,49,6,49,69,0,30,12,169,7
"1096",8121,"BARCELONA","Abril","MATARO",9960,329,1858,2389,281,2151,2952,176,1650,974,6513,647
"1097",8122,"BARCELONA","Abril","MEDIONA",142,1,18,42,3,28,50,7,27,3,99,6
"1098",8138,"BARCELONA","Abril","MOIA",298,17,51,58,11,60,101,2,77,18,190,11
"1099",8123,"BARCELONA","Abril","MOLINS DE REI",1188,30,209,300,40,228,381,5,184,80,876,43
"1100",8124,"BARCELONA","Abril","MOLLET DEL VALLES",3962,178,693,903,145,890,1153,37,530,242,2926,227
"1101",8128,"BARCELONA","Abril","MONISTROL DE CALDERS",46,4,4,12,3,9,14,NA,9,3,33,1
"1102",8127,"BARCELONA","Abril","MONISTROL DE MONTSERRAT",196,7,30,40,8,56,55,1,20,15,148,12
"1103",8125,"BARCELONA","Abril","MONTCADA I REIXAC",2574,108,502,551,94,600,719,19,317,230,1833,175
"1104",8130,"BARCELONA","Abril","MONTCLAR",3,1,NA,1,0,1,0,NA,1,NA,2,NA
"1105",8131,"BARCELONA","Abril","MONTESQUIU",59,4,10,11,0,16,18,2,11,3,42,1
"1106",8126,"BARCELONA","Abril","MONTGAT",641,16,108,129,12,169,207,3,51,42,523,22
"1107",8132,"BARCELONA","Abril","MONTMAJOR",11,NA,1,2,NA,3,5,3,2,NA,6,NA
"1108",8133,"BARCELONA","Abril","MONTMANEU",3,NA,0,1,NA,1,1,NA,0,NA,3,NA
"1109",8135,"BARCELONA","Abril","MONTMELO",531,18,87,96,22,97,211,1,92,34,386,18
"1110",8136,"BARCELONA","Abril","MONTORNES DEL VALLES",1252,42,206,250,42,305,407,10,190,97,857,98
"1111",8137,"BARCELONA","Abril","MONTSENY",17,0,4,3,NA,5,5,0,0,1,16,NA
"1112",8129,"BARCELONA","Abril","MUNTANYOLA",38,1,2,13,2,11,9,NA,7,4,27,NA
"1113",8139,"BARCELONA","Abril","MURA",5,NA,1,2,NA,0,2,1,0,0,4,NA
"1114",8140,"BARCELONA","Abril","NAVARCLES",322,17,55,62,18,58,112,1,63,23,230,5
"1115",8141,"BARCELONA","Abril","NAVAS",318,10,55,88,7,51,107,9,71,39,180,19
"1116",8142,"BARCELONA","Abril","NOU DE BERGUEDA, LA",6,1,NA,3,NA,0,2,0,1,NA,5,NA
"1117",8143,"BARCELONA","Abril","ODENA",255,16,42,59,9,61,68,8,41,20,173,13
"1118",8145,"BARCELONA","Abril","OLERDOLA",225,8,37,44,9,53,74,8,39,18,153,7
"1119",8146,"BARCELONA","Abril","OLESA DE BONESVALLS",68,1,14,18,0,17,18,1,9,11,46,1
"1120",8147,"BARCELONA","Abril","OLESA DE MONTSERRAT",1597,83,305,313,63,378,455,7,187,109,1202,92
"1121",8148,"BARCELONA","Abril","OLIVELLA",260,8,60,52,5,56,79,4,28,18,199,11
"1122",8149,"BARCELONA","Abril","OLOST",50,2,7,8,0,8,25,1,17,4,27,1
"1123",8144,"BARCELONA","Abril","OLVAN",37,2,4,7,2,5,17,2,5,1,28,1
"1124",8150,"BARCELONA","Abril","ORIS",10,NA,1,1,1,2,5,NA,1,1,8,NA
"1125",8151,"BARCELONA","Abril","ORISTA",19,1,4,6,1,4,3,1,4,1,11,2
"1126",8152,"BARCELONA","Abril","ORPI",13,1,3,1,NA,5,3,NA,1,0,11,1
"1127",8153,"BARCELONA","Abril","ORRIUS",29,2,2,5,0,11,9,NA,2,5,22,NA
"1128",8154,"BARCELONA","Abril","PACS DEL PENEDES",53,2,10,11,1,11,18,1,11,3,38,0
"1129",8155,"BARCELONA","Abril","PALAFOLLS",693,40,115,138,41,148,211,13,75,65,525,15
"1130",8156,"BARCELONA","Abril","PALAU-SOLITA I PLEGAMANS",747,34,116,167,16,157,257,2,160,39,528,18
"1131",8157,"BARCELONA","Abril","PALLEJA",533,18,97,121,16,107,174,3,81,38,400,11
"1132",8905,"BARCELONA","Abril","PALMA DE CERVELLO, LA",163,1,29,39,3,29,62,2,20,11,128,2
"1133",8158,"BARCELONA","Abril","PAPIOL, EL",236,6,46,49,4,55,76,NA,37,21,174,4
"1134",8159,"BARCELONA","Abril","PARETS DEL VALLES",1007,42,163,198,29,219,356,3,164,47,772,21
"1135",8160,"BARCELONA","Abril","PERAFITA",16,NA,2,4,2,3,5,NA,3,NA,12,1
"1136",8161,"BARCELONA","Abril","PIERA",1230,64,173,281,45,301,366,20,158,90,894,68
"1137",8163,"BARCELONA","Abril","PINEDA DE MAR",2587,140,460,567,111,599,710,72,194,245,1905,171
"1138",8164,"BARCELONA","Abril","PLA DEL PENEDES, EL",71,2,18,13,2,22,14,5,11,6,46,3
"1139",8165,"BARCELONA","Abril","POBLA DE CLARAMUNT, LA",137,5,18,27,3,39,45,NA,29,5,97,6
"1140",8166,"BARCELONA","Abril","POBLA DE LILLET, LA",49,2,8,14,0,3,22,2,6,2,38,1
"1141",8167,"BARCELONA","Abril","POLINYA",534,22,104,110,16,142,140,1,118,21,377,17
"1142",8182,"BARCELONA","Abril","PONT DE VILOMARA I ROCAFORT, EL",306,12,59,70,9,75,81,1,48,23,226,8
"1143",8168,"BARCELONA","Abril","PONTONS",52,4,10,11,1,12,14,7,4,1,33,7
"1144",8169,"BARCELONA","Abril","PRAT DE LLOBREGAT, EL",4151,186,839,839,191,968,1128,14,332,258,3346,201
"1145",8171,"BARCELONA","Abril","PRATS DE LLUÇANES",109,3,13,21,5,15,52,4,42,6,55,2
"1146",8170,"BARCELONA","Abril","PRATS DE REI, ELS",12,0,4,3,1,1,3,NA,3,1,7,1
"1147",8230,"BARCELONA","Abril","PREMIA DE DALT",491,12,87,123,14,82,173,10,69,57,343,12
"1148",8172,"BARCELONA","Abril","PREMIA DE MAR",1818,55,340,447,41,341,594,52,190,160,1334,82
"1149",8174,"BARCELONA","Abril","PUIGDALBER",27,3,2,6,2,7,7,3,3,3,16,2
"1150",8175,"BARCELONA","Abril","PUIG-REIG",195,3,38,42,7,39,66,5,45,22,119,4
"1151",8176,"BARCELONA","Abril","PUJALT",4,NA,1,NA,NA,1,2,NA,2,NA,2,NA
"1152",8177,"BARCELONA","Abril","QUAR, LA",2,NA,0,0,NA,1,1,NA,1,0,1,NA
"1153",8178,"BARCELONA","Abril","RAJADELL",13,NA,3,1,NA,5,4,NA,1,3,9,NA
"1154",8179,"BARCELONA","Abril","RELLINARS",52,NA,9,17,4,12,10,1,7,2,42,NA
"1155",8180,"BARCELONA","Abril","RIPOLLET",2930,124,529,629,91,709,848,17,405,253,2065,190
"1156",8181,"BARCELONA","Abril","ROCA DEL VALLES, LA",569,39,75,101,36,122,196,3,85,29,417,35
"1157",8183,"BARCELONA","Abril","RODA DE TER",334,16,60,60,10,68,120,4,82,22,199,27
"1158",8184,"BARCELONA","Abril","RUBI",5691,236,997,1238,203,1228,1789,30,840,443,4006,372
"1159",8185,"BARCELONA","Abril","RUBIO",8,NA,1,3,NA,1,3,NA,0,1,7,NA
"1160",8901,"BARCELONA","Abril","RUPIT I PRUIT",6,NA,1,1,0,0,4,1,1,NA,4,NA
"1161",8187,"BARCELONA","Abril","SABADELL",14441,616,2667,3197,523,3325,4113,102,1989,1308,10011,1031
"1162",8188,"BARCELONA","Abril","SAGAS",0,NA,0,0,NA,NA,0,0,NA,NA,0,NA
"1163",8190,"BARCELONA","Abril","SALDES",15,NA,2,7,1,1,4,1,1,NA,13,NA
"1164",8191,"BARCELONA","Abril","SALLENT",353,19,58,74,17,69,116,5,66,19,249,14
"1165",8243,"BARCELONA","Abril","SANTA CECILIA DE VOLTREGA",3,NA,0,0,NA,0,3,NA,2,0,1,NA
"1166",8244,"BARCELONA","Abril","SANTA COLOMA DE CERVELLO",359,14,65,80,14,62,124,2,47,22,277,11
"1167",8245,"BARCELONA","Abril","SANTA COLOMA DE GRAMENET",9092,366,1816,2062,351,2168,2329,42,823,1061,6494,672
"1168",8194,"BARCELONA","Abril","SANT ADRIA DE BESOS",3091,188,540,663,153,754,793,11,299,252,2285,244
"1169",8246,"BARCELONA","Abril","SANTA EUGENIA DE BERGA",96,2,17,21,2,21,33,1,24,5,62,4
"1170",8247,"BARCELONA","Abril","SANTA EULALIA DE RIUPRIMER",50,2,6,12,2,9,19,NA,13,3,34,NA
"1171",8248,"BARCELONA","Abril","SANTA EULALIA DE RONÇANA",369,11,77,76,12,91,102,0,56,24,275,14
"1172",8249,"BARCELONA","Abril","SANTA FE DEL PENEDES",21,0,3,8,3,4,3,0,2,1,17,1
"1173",8195,"BARCELONA","Abril","SANT AGUSTI DE LLUÇANES",6,0,1,NA,NA,1,4,NA,0,1,5,NA
"1174",8250,"BARCELONA","Abril","SANTA MARGARIDA DE MONTBUI",953,43,189,166,47,221,287,12,152,73,624,92
"1175",8251,"BARCELONA","Abril","SANTA MARGARIDA I ELS MONJOS",486,23,80,106,20,136,121,18,79,27,339,23
"1176",8253,"BARCELONA","Abril","SANTA MARIA DE BESORA",6,NA,2,0,NA,2,2,NA,1,0,5,NA
"1177",8256,"BARCELONA","Abril","SANTA MARIA DE MARTORELLES",44,3,8,9,3,8,13,2,9,2,30,1
"1178",8255,"BARCELONA","Abril","SANTA MARIA DE MERLES",8,0,1,1,1,2,3,1,2,NA,5,NA
"1179",8257,"BARCELONA","Abril","SANTA MARIA DE MIRALLES",9,NA,0,5,NA,0,4,NA,4,NA,5,NA
"1180",8259,"BARCELONA","Abril","SANTA MARIA DE PALAUTORDERA",570,23,88,156,15,118,170,15,86,44,399,26
"1181",8258,"BARCELONA","Abril","SANTA MARIA D'OLO",21,0,6,5,0,6,4,NA,3,1,17,0
"1182",8196,"BARCELONA","Abril","SANT ANDREU DE LA BARCA",1756,70,334,346,58,433,515,15,241,106,1298,96
"1183",8197,"BARCELONA","Abril","SANT ANDREU DE LLAVANERES",470,20,54,125,13,85,173,4,44,22,389,11
"1184",8198,"BARCELONA","Abril","SANT ANTONI DE VILAMAJOR",339,9,45,92,8,80,105,7,52,16,249,15
"1185",8260,"BARCELONA","Abril","SANTA PERPETUA DE MOGODA",1633,80,285,316,70,376,506,12,267,93,1169,92
"1186",8261,"BARCELONA","Abril","SANTA SUSANNA",223,12,26,58,14,40,73,3,21,15,181,3
"1187",8199,"BARCELONA","Abril","SANT BARTOMEU DEL GRAU",54,2,8,9,1,14,20,NA,14,3,31,6
"1188",8200,"BARCELONA","Abril","SANT BOI DE LLOBREGAT",5368,233,998,1088,193,1205,1651,22,618,416,4014,298
"1189",8201,"BARCELONA","Abril","SANT BOI DE LLUÇANES",13,1,2,4,1,2,3,NA,2,NA,10,1
"1190",8203,"BARCELONA","Abril","SANT CEBRIA DE VALLALTA",229,2,34,61,4,50,78,4,25,14,177,9
"1191",8202,"BARCELONA","Abril","SANT CELONI",1120,46,181,261,38,280,314,16,171,84,758,91
"1192",8204,"BARCELONA","Abril","SANT CLIMENT DE LLOBREGAT",178,7,30,40,7,35,59,0,31,11,130,6
"1193",8205,"BARCELONA","Abril","SANT CUGAT DEL VALLES",3188,114,571,741,67,733,962,11,327,165,2576,109
"1194",8206,"BARCELONA","Abril","SANT CUGAT SESGARRIGUES",36,0,6,7,0,8,15,2,5,2,26,1
"1195",8207,"BARCELONA","Abril","SANT ESTEVE DE PALAUTORDERA",119,3,13,37,6,27,33,2,25,3,85,4
"1196",8208,"BARCELONA","Abril","SANT ESTEVE SESROVIRES",342,13,75,76,13,80,85,2,36,17,270,17
"1197",8210,"BARCELONA","Abril","SANT FELIU DE CODINES",352,9,65,79,8,85,106,2,60,27,249,14
"1198",8211,"BARCELONA","Abril","SANT FELIU DE LLOBREGAT",2325,94,439,513,72,490,717,9,273,176,1791,76
"1199",8212,"BARCELONA","Abril","SANT FELIU SASSERRA",18,2,1,4,NA,2,9,NA,6,2,10,NA
"1200",8209,"BARCELONA","Abril","SANT FOST DE CAMPSENTELLES",450,23,80,82,18,92,155,1,77,26,327,19
"1201",8213,"BARCELONA","Abril","SANT FRUITOS DE BAGES",431,18,83,80,10,98,142,5,87,23,304,12
"1202",8215,"BARCELONA","Abril","SANT HIPOLIT DE VOLTREGA",175,4,35,44,9,29,54,3,47,15,99,11
"1203",8193,"BARCELONA","Abril","SANT ISCLE DE VALLALTA",92,1,13,23,5,19,31,3,11,5,73,0
"1204",8216,"BARCELONA","Abril","SANT JAUME DE FRONTANYA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205",8217,"BARCELONA","Abril","SANT JOAN DESPI",1630,62,273,383,58,351,503,1,170,129,1281,49
"1206",8218,"BARCELONA","Abril","SANT JOAN DE VILATORRADA",551,25,107,113,17,111,178,5,90,39,394,23
"1207",8903,"BARCELONA","Abril","SANT JULIA DE CERDANYOLA",4,0,1,2,NA,0,1,NA,0,0,4,NA
"1208",8220,"BARCELONA","Abril","SANT JULIA DE VILATORTA",98,3,20,21,2,24,28,NA,18,6,72,2
"1209",8221,"BARCELONA","Abril","SANT JUST DESVERN",575,17,117,140,5,126,170,1,61,33,462,18
"1210",8222,"BARCELONA","Abril","SANT LLORENÇ D'HORTONS",119,3,30,15,1,30,40,1,15,9,89,5
"1211",8223,"BARCELONA","Abril","SANT LLORENÇ SAVALL",115,4,15,30,4,35,27,0,24,8,76,7
"1212",8225,"BARCELONA","Abril","SANT MARTI D'ALBARS",5,0,NA,1,NA,1,3,NA,2,NA,3,NA
"1213",8224,"BARCELONA","Abril","SANT MARTI DE CENTELLES",85,3,18,20,3,18,23,1,13,7,61,3
